Title,date
"<p dir=""ltr"">-- <a href=""http://www.aurabiosciences.com/"">Aura Biosciences</a> (Cambridge, MA), treatment for ocular melanoma: <a href=""http://www.4-traders.com/ARIX-BIOSCIENCE-PLC-34067690/news/Arix-Bioscience-co-leads-30m-financing-for-Aura-Biosciences-25703853/?utm_medium=RSS&amp;utm_content=20171221"">$30M</a> C led by Arix Biosciences, Lundbeckfonden, participation from Advent, Chiesi, Ysios, Alexandria, Columbus, LI-COR, et al.</p>",2017-12-26
"<p dir=""ltr"">-- <a href=""https://www.specsmakers.in/""></a><a href=""https://www.specsmakers.in/"">Specsmakers</a> (Chennai, India), eyewear chain: <a href=""https://www.vccircle.com/eight-roads-ventures-invests-in-optical-retail-chain-specsmakers/?utm_source=twitter&amp;utm_medium=social&amp;utm_campaign=Eight%20Roads%20Ventures%20invests%20in%20optical%20retail%20chain%20Specsmakers"">$10M</a> led by Eight Roads Ventures India, participation from Fulcrum, Atam Ram.</p>",2017-12-26
"<p dir=""ltr""><strong>--Fintech--</strong></p>",2017-12-26
"<p dir=""ltr"">-- <a href=""https://www.uplift.com/"">UpLift</a> (Sunnyvale, CA), platform allowing travelers to pay for trips in monthly installments: <a href=""https://www.phocuswire.com/uplift-raises-90M-round?utm_source=twitter&amp;utm_medium=social&amp;utm_campaign=site+aticle__uplift-raises-90m-round"">$90M</a> Debt &amp; Equity from Fortress Investment, PAR, Draper Nexus, Highgate.</p>",2017-12-26
"<p dir=""ltr""><strong>--Consumer Internet--</strong></p>",2017-12-26
"<p dir=""ltr"">-- Huitonga (Nanjing City, China), mobile apps for China's rural population: <a href=""https://www.chinamoneynetwork.com/2017/12/22/dealshot-fosun-pharma-joins-190m-new-round-chinese-biotechnology-company-henlius"">$76M</a> from US-China Green Fund.</p>",2017-12-26
"<p dir=""ltr""><strong>--Enterprise--</strong></p>",2017-12-26
"<p dir=""ltr"">-- UrWork (China), co-working spaces: <a href=""https://www.chinamoneynetwork.com/2017/12/22/dealshot-fosun-pharma-joins-190m-new-round-chinese-biotechnology-company-henlius"">$45M</a> from Qianhai Wutong Mergers, Acquisition Funds/ CKing Home-Key, Context Lab.</p>",2017-12-26
"<p dir=""ltr"">-- Chomp Cloud (China), service/software program for catering companies: <a href=""https://www.chinamoneynetwork.com/2017/12/22/dealshot-fosun-pharma-joins-190m-new-round-chinese-biotechnology-company-henlius"">$10M</a> A+ led by BlueRun, participation from SIG, Bertelsman, Qiming.</p>",2017-12-26
"<p dir=""ltr""><strong>--Gaming--</strong></p>",2017-12-26
"<p dir=""ltr"">-- Smaaash (Mumbai, India), arcade operator: <a href=""https://www.vccircle.com/fidelisworld-backed-smaaash-raises-14-mn-from-hnis/?utm_source=twitter&amp;utm_medium=social&amp;utm_campaign=FidelisWorld-backed%20Smaaash%20raises%20%2414%20mn%20from%20HNIs"">$14M</a> from clients of Avendus Wealth Management.</p>",2017-12-26
"<p dir=""ltr"">-- <a href=""https://www.scalefast.com/"">Scalefast</a> (El Segundo, CA), platform to provide online stores for gamers: <a href=""https://venturebeat.com/2017/12/21/scalefast-raises-6-million-to-offload-ecommerce-from-game-companies/?utm_campaign=Scalefast%20General%20Promo&amp;utm_content=64861393&amp;utm_medium=social&amp;utm_source=twitter"">$60M</a> from Benhamou Global, Adara, B&amp;Y.</p>",2017-12-26
"<p dir=""ltr""><strong>--Cybersecurity--</strong></p>",2017-12-26
"<p dir=""ltr"">-- <a href=""https://nodesource.com/"">NodeSource</a> (San Francisco, CA), cloud security platform: <a href=""https://nodesource.com/blog/nodesource-announces-series-b-funding-enterprise-node-js?utm_medium=Social&amp;utm_source=twitter&amp;utm_campaign=social"">$17.5M</a> B from Crosslink, Industry, RRE, Silicon Valley Bank. Contracts include PayPal, Delta Airlines, GoPro, and Goldman Sachs.</p>",2017-12-26
"<p dir=""ltr""><strong>--Cleantech--</strong></p>",2017-12-26
"<p dir=""ltr"">-- Waaree (Mumbai, India), solar power solutions: <a href=""https://www.vccircle.com/solar-panel-maker-waaree-energies-raises-15-6-mn-from-centrum-financial-others/?utm_source=twitter&amp;utm_medium=social&amp;utm_campaign=Solar%20panel%20maker%20Waaree%20Energies%20raises%20%2415.6%20mn%20from%20Centrum%20Financial%2C%20others"">$15.6M</a> from Centrum Financial, et al.</p>",2017-12-26
"<p dir=""ltr""><strong>--Consumer Internet--</strong></p>",2017-12-31
"<p dir=""ltr"">-- <a href=""https://www.uber.com/de/"">Uber</a> (San Francisco, CA), ride-sharing service: <a href=""https://techcrunch.com/2017/12/28/softbanks-big-investment-in-uber-comes-to-a-close/"">$1.25M</a> from SoftBank. Gave SoftBank a 14% stake in the company. Shares purchased from current holders valued the company at $48B. The direct investment of $1.25B valued the company at $69B (the valuation of its last private round). Benchmark Capital will drop its lawsuit against the company when the funding officially closes.</p>",2017-12-31
"<p dir=""ltr"">-- Chushou TV (Hangzhou, China), mobile video live streaming platform for mobile games: <a href=""https://www.androidheadlines.com/2017/12/google-invests-76-8m-in-chinese-mobile-game-streaming-platform.html?utm_source=dlvr.it&amp;utm_medium=twitter"">$76M</a> E from Google.</p>",2017-12-31
"<p dir=""ltr"">-- AIpark (China), smart parking services/ stereo garage solutions: <a href=""https://www.chinamoneynetwork.com/2017/12/29/dealshot-sbcvc-joins-32m-series-round-chinese-genetic-sequencing-start-haplox-biotechnology"">$15M</a> A led by US-China Fund, participation from Banyan,</p>",2017-12-31
"<p dir=""ltr""><strong>--Biotech/Health--</strong></p>",2017-12-31
"<p dir=""ltr"">-- HaploX Biotechnology (Shenzhen, China), gene sequencing: <a href=""https://www.chinamoneynetwork.com/2017/12/29/dealshot-sbcvc-joins-32m-series-round-chinese-genetic-sequencing-start-haplox-biotechnology"">$32M</a> A+ led by Youchoose Capital, participation from SBCVC, Kexin.</p>",2017-12-31
"<p dir=""ltr"">-- Asieris Pharmaceuticals (China), oncology therapeutics and treatments for multidrug-resistant infections: <a href=""https://www.chinamoneynetwork.com/2017/12/29/dealshot-chinas-national-sme-development-fund-invests-20m-computer-vision-start-deepcam"">$15M</a> B led by Beijing Longpan Investment, participation from Kaitai, Phoenix, Zhongguancun.</p>",2017-12-31
"<p dir=""ltr""><strong>--AI/Machine Learning--</strong></p>",2017-12-31
"<p dir=""ltr"">-- DeepCam (China), computer vision/facial recognition software: <a href=""https://www.chinamoneynetwork.com/2017/12/29/dealshot-chinas-national-sme-development-fund-invests-20m-computer-vision-start-deepcam"">$20M</a> A from National SME Development Fund.</p>",2017-12-31
"<p dir=""ltr""><strong>--Edtech--</strong></p>",2017-12-31
"<p dir=""ltr"">-- Anlaiye (Shanghai, China), online-to-offline local life platform for college campuses: <a href=""https://www.chinamoneynetwork.com/2017/12/29/dealshot-sbcvc-joins-32m-series-round-chinese-genetic-sequencing-start-haplox-biotechnology"">$18.4M</a> B+ from Chaos, Xinweiyang, Colony Yunqi.</p>",2017-12-31
"<p dir=""ltr""><strong>--Adtech/Martech--</strong></p>",2017-12-31
"<p dir=""ltr"">-- <a href=""https://www.trendkite.com/"">TrendKite</a> (Austin, TX), article analysis to determine the effectiveness of marketing campaigns: <a href=""https://techcrunch.com/2017/12/29/trendkite-raises-another-11m-for-its-pr-analytics-platform/"">$11M</a> led by Harmony Partners.</p>",2017-12-31
"<p dir=""ltr""><strong>--Consumer Internet--</strong></p>",2017-12-21
"<p dir=""ltr"">-- <a href=""http://www.didichuxing.com/en/"">Didi Chuxing</a> (China), ride-hailing company: <a href=""https://techcrunch.com/2017/12/20/chinas-didi-chuxing-raises-4b/"">$4B</a> from Alibaba, Tencent, Apple, SoftBank, Mubadala Capital. Brings total raised to $17B, invested at $56B valuation.</p>",2017-12-21
"<p dir=""ltr"">-- Jiaanpei (China), integrated auto insurance/parts/maintenance platform: <a href=""https://www.chinamoneynetwork.com/2017/12/21/dealshot-hg-capital-ping-co-lead-new-funding-round-chinese-pharmaceutical-platform-rogrand"">$60M</a> Angel from China Minsheng, CITIC, PICC, YT Express, Grey Tile, Jingyou.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""https://simbasleep.com/"">Simba</a> (London, UK), mattresses and other sleep products: <a href=""http://www.finsmes.com/2017/12/simba-secures-e45m-in-series-b-funding.html"">$53.4M</a> B led by Atami Capital, participation from Lombard, Wharton Asset Management, Nigel Wray.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""http://www.daily-harvest.com/"">Daily Harvest</a> (New York, NY), subscription food delivery service focusing on frozen, plant-based, one-step-prep foods: <a href=""http://www.finsmes.com/2017/12/daily-harvest-raises-43m-in-series-b-funding.html"">$43M</a> B led by Lightspeed Venture Partners, participation from VMG, M13, Bobby Flay, Shaun White, Haylie Duff.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""https://www.common.com/"">Common</a> (New York, NY), platform for housemates to organize recurring payments: <a href=""http://www.finsmes.com/2017/12/common-closes-40m-series-c-financing-round.html"">$40M</a> C led by Norwest Venture Partners.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""http://www.mene.com/"">Mene</a> (Paris, France), online 24 karat luxury jewelry brand: <a href=""http://www.finsmes.com/2017/12/mene-raises-21m-in-growth-funding.html"">$21M</a> from undisclosed sources.</p>",2017-12-21
"<p dir=""ltr"">-- Teddy Mobile (Beijing, China), mobile internet services including caller ID, smart texts, and more: <a href=""https://www.chinamoneynetwork.com/2017/12/20/dealshot-sdic-fund-leads-30m-round-chinese-pharmaceutical-company-lp-pharma"">$15M</a> led by Kinzon, Matrix.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""http://www.didjatv.com/"">Didja</a> (Mountain View, CA), consumer apps based on popular TV shows, allowing the producers to interact with viewers: <a href=""http://www.finsmes.com/2017/12/didja-raises-12m-in-funding.html"">$12M</a> led by Vestech Partners.</p>",2017-12-21
"<p dir=""ltr"">-- Champzee (Hangzhou, China ), men's style customization, suggestion, and subscription shopping platform: <a href=""https://www.chinamoneynetwork.com/2017/12/20/dealshot-sdic-fund-leads-30m-round-chinese-pharmaceutical-company-lp-pharma"">$10M</a> A led by SIG, participation from Crystal Stream, Vision Plus.</p>",2017-12-21
"<p dir=""ltr""><strong>--Biotech/Health--</strong></p>",2017-12-21
"<p dir=""ltr"">-- <a href=""http://www.flagshippioneering.com/"">Flagship Pioneering</a> (Cambridge, MA), biological process discovery platform: <a href=""http://www.finsmes.com/2017/12/flagship-pioneering-raises-further-618m.html"">$618M</a> from undisclosed sources.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""http://www.orchard-tx.com/"">Orchard</a> (London, UK), gene therapies for rare diseases: <a href=""http://www.finsmes.com/2017/12/orchard-therapeutics-raises-110m-in-series-b-financing.html"">$110M</a> B led by Baillie Gifford, ORI Capital, participation from Temasek. Cowen, Juda, Pavilion, RTW Investments, Agent, 4BIO, F-Prime, UCL.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""http://www.tessatherapeutics.com/"">Tessa</a> (Singapore), T-Cell cancer treatments: <a href=""http://www.finsmes.com/2017/12/tessa-therapeutics-closes-80m-financing-round.html"">$80M</a> led by Temasek, participation from EDBI, Karst Peak, Heliconia, Heritas, et al..</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""http://www.aurabiosciences.com/"">Aura</a> (Cambridge, MA), cancer cell attacking using nanoparticle conjugates: <a href=""http://www.finsmes.com/2017/12/aura-biosciences-completes-30m-series-c-financing.html"">$30M</a> C from Lundbeckfonden Ventures, Arix Bioscience, participation from Advent Life Sciences, Chiesi, Ysios, Alexandria, Columbus, LI-COR Biosciences, et al.</p>",2017-12-21
"<p dir=""ltr"">-- LP Pharma (China), treatments exploiting the mucous membrane in the mouth: <a href=""https://www.chinamoneynetwork.com/2017/12/20/dealshot-sdic-fund-leads-30m-round-chinese-pharmaceutical-company-lp-pharma"">$30M</a> B led by SDIC, participation from CMB, Zhangzhou Pien Tze Huang.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""http://www.brainresource.com/"">MyBrainSolutions</a> (San Francisco, CA), brain assessments and training: <a href=""http://www.finsmes.com/2017/12/mybrainsolutions-secures-20m-in-funding.html"">$20M</a> led by Bell Potter Securities, Gleneagles Securities.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""http://www.nuritas.com/"">Nuritas</a> (Dublin, Ireland), molecule/peptide analytics platform: <a href=""http://www.finsmes.com/2017/12/nuritas-raises-us20m-in-series-a-funding.html"">$20M</a> A led by Cultivan Sandbox Ventures, participation from Bono, the Edge, Marc Benioff, Ali Partovi.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""http://www.bigfinite.com/"">Bigfinite</a> (San Francisco, CA), pharmaceutical manufacturing expedition though AI/data: <a href=""http://www.finsmes.com/2017/12/bigfinite-raises-8-5m-in-seed-funding.html"">$8.5M</a> Seed led by Crosslink Capital, Uncork Capital, La Famiglia, participation from Industry, Krohne.</p>",2017-12-21
"<p dir=""ltr"">-- Entrega (Boston, MA), oral delivery of complex molecules: <a href=""http://www.finsmes.com/2017/12/entrega-receives-5m-investment-from-eli-lilly-and-company.html"">$5M</a> from Eli Lilly and Company.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""http://asimov.io/"">Asimov</a> (Cambridge, MA), synthetic biology platform: <a href=""http://www.finsmes.com/2017/12/asimov-raises-4-7m-in-seed-funding.html"">$4.7M</a> Seed led by Andreessen Horowitz, participation from Data Collective, Pillar, AME Cloud.</p>",2017-12-21
"<p dir=""ltr""><strong>--Insurtech--</strong></p>",2017-12-21
"<p dir=""ltr"">-- <a href=""http://www.lemonade.com/"">Lemonade</a> (New York, NY), insurance platform using AI/behavioral economics: <a href=""http://www.finsmes.com/2017/12/lemonade-raises-120m-in-series-c-funding.html"">$120M</a> C led by SoftBank Group, participation from Aleph, Allianz, General Catalyst, GV, Sequoia, Sound, Thrive, Tusk, XL Innovate.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""http://www.bimamobile.com/"">Bima</a> (Stockholm, Sweden), micro-insurance provider for emerging markets: <a href=""http://www.finsmes.com/2017/12/bima-raises-us107m-financing.html"">$107M</a> led by Allianz X, participation form Kinnevi.</p>",2017-12-21
"<p dir=""ltr""><strong>--Robotics--</strong></p>",2017-12-21
"<p dir=""ltr"">-- Rovop (Aberdeen, UK), robotic submarines for the energy industry: <a href=""https://realdeals.eu.com/news/2017/12/20/blue-water-energy-bgf-invest-56m-robotic-submarines-operator-rovop/?utm_source=dlvr.it&amp;utm_medium=twitter"">$74.8M</a> from Blue Water Energy, BGF.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""http://www.ripcord.com/"">Ripcord</a> (Hayward, CA), service using robots to scan records and make them available on the cloud: <a href=""http://www.finsmes.com/2017/12/ripcord-raises-additional-25m-in-equity-funding.html"">$25M</a> led by GV, participation from Telstra, Icon, Kleiner Perkins, Lux, Silicon Valley Bank.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""http://canvas.technology/"">Canvas</a> (Boulder, CO), platform to allow robotics to autonomously drive in industrial settings: <a href=""http://www.finsmes.com/2017/12/canvas-technology-raises-15m-in-series-a-funding.html"">$15M</a> A led by Playground Global, participation from Xplorer, AME Cloud, Morado.</p>",2017-12-21
"<p dir=""ltr""><strong>--Enterprise--</strong></p>",2017-12-21
"<p dir=""ltr"">-- <a href=""https://www.maana.io/"">Maana</a> (Palo Alto, CA), AI/data-based enterprise digital knowledge platform: <a href=""http://www.finsmes.com/2017/12/maana-secures-28m-in-series-c-funding.html"">$28M</a> C led by China International Capital Corporation, Eight Square Capital, participation from Accenture, Sino, Intel, GE, Chevron, Saudi Aramco, Shell.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""https://www.convercent.com/"">Convercent</a> (Denver, CO), ethics/compliance software: <a href=""http://www.finsmes.com/2017/12/convercent-closes-25m-funding-round.html"">$25M</a> led by Rho Ventures, participation from Sapphire, Tola.</p>",2017-12-21
"<p dir=""ltr"">-- Citybox (China), smart vending machines: <a href=""https://www.chinamoneynetwork.com/2017/12/21/dealshot-hg-capital-ping-co-lead-new-funding-round-chinese-pharmaceutical-platform-rogrand"">$25M</a> B led by ClearVue.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""http://www.labelinsight.com/"">Label Insight</a> (Chicago, IL), transparency platform for top product information: <a href=""http://www.finsmes.com/2017/12/label-insight-closes-21m-in-series-c-funding.html"">$21M</a> C led by Delta-v Capital, participation from River Cities.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""https://www.happyreturns.com/"">Happy</a> (Santa Monica, CA), tech, service, logistics providers for online retailers: <a href=""http://www.finsmes.com/2017/12/happy-returns-closes-8m-series-b-funding-round.html"">$8M</a></p>",2017-12-21
"<p dir=""ltr"">B led by USVP, participation from Upfront, Brian Spaly.</p>",2017-12-21
"<p dir=""ltr""><strong>--Fintech--</strong></p>",2017-12-21
"<p dir=""ltr"">-- <a href=""http://passportinc.com/"">Passport</a> (Charlotte, NC), mobile payments for the transportation industry: <a href=""http://www.finsmes.com/2017/12/passport-raises-additional-43m-in-series-c-funding.html"">$43M</a> C led by Bain Capital.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""https://www.mobilexpense.net/"">MobileXpense</a> (Brussels, Belgium), expense management platform: <a href=""https://realdeals.eu.com/news/2017/12/21/fortino-invests-e20m-mobilexpense/?utm_source=dlvr.it&amp;utm_medium=twitter"">$23.7M</a> from Fortino.</p>",2017-12-21
"<p dir=""ltr""><strong>--Cybersecurity--</strong></p>",2017-12-21
"<p dir=""ltr"">-- <a href=""http://www.acl.com/"">ACL</a> (Vancouver, Canada), cybersecurity/compliance services: <a href=""http://www.finsmes.com/2017/12/acl-receives-50m-strategic-investment-from-norwest.html"">$50M</a> from Norwest Venture Partners.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""http://www.ataata.com/"">Ataata</a> (Bethesda, MD), enterprise cybersecurity training platform: <a href=""http://www.finsmes.com/2017/12/ataata-closes-3m-series-a-funding-round.html"">$3M</a> A led by Next Frontier Capital, participation from TEDCO, 2M, SaaS, ARRA, et al. CEO <a href=""https://www.linkedin.com/in/michael-madon-a2924348/"">Michael Madon</a> was the deputy assistant secretary in Department of the Treasury.</p>",2017-12-21
"<p dir=""ltr""><strong>--Dev--</strong></p>",2017-12-21
"<p dir=""ltr"">-- <a href=""https://sendbird.com/"">SendBird</a> (Redwood City, CA), API and messaging SDK for in-app chat and messaging: <a href=""http://www.finsmes.com/2017/12/sendbird-raises-16m-in-series-a-funding.html"">$16M</a> A led by Shasta Ventures, August Capital, participation from Y Combinator, FundersClub.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""http://www.splicemachine.com/"">Splice Machine</a> (San Francisco, CA), SQL relational database management: <a href=""http://www.finsmes.com/2017/12/splice-machine-secures-9m-in-funding-2.html"">$9M</a> led by Salesforce Ventures, participation from Correlation, Interwest, Mohr Davidow.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""http://www.nylas.com/"">Nylas</a> (San Francisco, CA), APIs to build email, calendar, contacts integrations into SaaS apps: <a href=""http://www.finsmes.com/2017/12/nylas-raises-4m-in-funding.html"">$4M</a> led by 8VC, participation from Crunchfund, Great Oaks, Rubicon.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""https://dgraph.io/"">Dgraph</a> (San Francisco, CA), open-source graph database: <a href=""https://techcrunch.com/2017/12/19/dgraph-raises-3m-for-its-open-source-distributed-graph-database-hits-1-0-release/"">$3M</a> A from Bain, Mike Cannon-Brookes, Blackbird, AirTree.</p>",2017-12-21
"<p dir=""ltr""><strong>--Data/Analytics--</strong></p>",2017-12-21
"<p dir=""ltr"">-- <a href=""https://www.anodot.com/"">Anodot</a> (Ra’anana, Israel), AI-based business data analytics platform: <a href=""http://www.finsmes.com/2017/12/anodot-raises-23m-in-series-b-funding.html"">$23M</a> A led by Redline Capital Management, participation from Aleph, Disruptive Technologies. Customers include Lyft, Microsoft, Waze, and others.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""http://www.condati.com/"">conDati</a> (Palo Alto, CA), platform to analyze marketing data: <a href=""http://www.finsmes.com/2017/12/condati-raises-2-5m-in-series-a-financing.html"">$2.5M</a> A led by The Entrepreneurs’ Fund IV.</p>",2017-12-21
"<p dir=""ltr""><strong>--AI/Machine Learning--</strong></p>",2017-12-21
"<p dir=""ltr"">-- <a href=""https://www.oneconcern.com/products"">One Concern</a> (Palo Alto, CA), earthquake predictions and response coordination: <a href=""https://venturebeat.com/2017/12/19/one-concern-raises-20-million-for-ai-that-predicts-the-impact-of-natural-disasters/"">$20M</a> led by NEA, participation from Geodesic, David Petraeus, Ron Conway.</p>",2017-12-21
"<p dir=""ltr""><strong>--AR/VR--</strong></p>",2017-12-21
"<p dir=""ltr"">-- Pimax (Shanghai, China), VR headset manufacturing: <a href=""https://www.chinamoneynetwork.com/2017/12/20/dealshot-sdic-fund-leads-30m-round-chinese-pharmaceutical-company-lp-pharma"">$15M</a> from O-film Tech, Tianma Bearing.</p>",2017-12-21
"<p dir=""ltr"">-- <a href=""https://www.streem.pro/"">Streem</a> (Portland, OR), platform allowing home service professionals to diagnose problems using AR platform: <a href=""http://www.finsmes.com/2017/12/streem-raises-1-725m-in-seed-funding.html"">$1.725M</a> Seed from GVR, Flying Fish, Columbia, Rogue, Curious, betaworks, Greycroft, GGV, General Catalyst AR.</p>",2017-12-21
"<p dir=""ltr""><strong>--Adtech/Martech--</strong></p>",2017-12-21
"<p>-- <a href=""http://www.zesty.io/en-us/"">Zesty.io</a> (San Diego, CA), web content management system: <a href=""http://www.finsmes.com/2017/12/zesty-io-raises-1-5m-in-funding.html"">$1.5M</a> led by ClearVision Equity Partners.</p>",2017-12-21
"<p dir=""ltr""><strong>--Real Estate--</strong></p>",2017-12-19
"<p dir=""ltr"">-- Niido, Airbnb-approved apartment construction: <a href=""https://www.forbes.com/sites/bizcarson/2017/12/18/airbnbs-apartment-brand-niido-investment/#3a1821925049"">$200M</a> from Brookfield Property Partners.</p>",2017-12-19
"<p dir=""ltr""><strong>--Biotech/Health--</strong></p>",2017-12-19
"<p dir=""ltr"">-- <a href=""http://www.aptinyx.com/"">Aptinyx</a> (Evanston, IL), therapies for neurological disorders: <a href=""http://www.finsmes.com/2017/12/aptinyx-raises-70m-in-series-b-financing.html"">$70M</a> B led by Bain Capital Life Sciences, participation from Adage, Agent, HBM, Nan Fung, Partner, Rock Springs, New Leaf, Frazier Healthcare, Longitude, Osage University, Adams Street, LVP Life Science, PathoCapital, Goudy Park, Beecken Petty O’Keefe &amp; Company, Northwestern University.</p>",2017-12-19
"<p dir=""ltr"">-- <a href=""http://www.respicardia.com/"">Respicardia</a> (Minnetonka, MN), treatment to moderate severe central sleep apnea: <a href=""http://www.finsmes.com/2017/12/respicardia-closes-58-5m-financing.html"">$58.5M</a> led by Zoll Medical.</p>",2017-12-19
"<p dir=""ltr"">-- Bigfoot Biomedical (Milpitas, CA), automated insulin delivery system: <a href=""http://www.massdevice.com/bigfoot-biomedical-raises-37m-series-b/"">$37M</a> B led by Janus Henderson, Quadrant Capital.</p>",2017-12-19
"<p dir=""ltr"">-- <a href=""https://www.lunadna.com/"">Luna DNA</a> (San Diego, CA), blockchain-based genomic/medical research platform: <a href=""http://www.finsmes.com/2017/12/luna-dna-raises-2m-in-seed-funding.html"">$2M</a> Seed from Scott Kahn, Gavin Saitowitz, David R. Walt.</p>",2017-12-19
"<p dir=""ltr""><strong>--Enterprise--</strong></p>",2017-12-19
"<p dir=""ltr"">-- G7 Networks (China), IoT and fleet management software for logistics companies: <a href=""https://www.chinamoneynetwork.com/2017/12/18/glp-bocgi-invests-70m-chinese-internet-things-firm-g7"">$70M</a> from Global Logistic Properties, Bank of China Group.</p>",2017-12-19
"<p dir=""ltr"">-- <a href=""https://www.quinyx.com/de/"">Quinyx</a> (Stockholm, Sweden), cloud platform to management workforce hours, scheduling, communication and payroll: <a href=""http://www.finsmes.com/2017/12/quinyx-raises-12m-in-funding.html"">$12M</a> from Battery Ventures.</p>",2017-12-19
"<p dir=""ltr"">-- <a href=""https://www.springboard.com/"">Spingboard</a> (San Francisco, CA), online workforce management platform with online courses and mentor programs: <a href=""http://www.finsmes.com/2017/12/springboard-raises-9-5m-in-series-a-funding.html"">$9.5M</a> A led by Costanoa Ventures, participation from Learn, Jyoti Bansal, Blue Fog, Rocketship.vc, Moneta.</p>",2017-12-19
"<p dir=""ltr"">-- <a href=""http://www.membersuite.com/"">MemberSuite</a> (Atlanta, GA), association management software: <a href=""http://www.finsmes.com/2017/12/membersuite-raises-5-5m-in-funding.html"">$5.5M</a> from Revolution, Fidelis, Angel Investment, Accomplice, Alerion.</p>",2017-12-19
"<p dir=""ltr"">-- <a href=""https://axlehire.com/"">AxleHire</a> (San Francisco, CA), last-mile logistics facilitating deliveries for companies including HelloFresh, San Basket, others: <a href=""https://techcrunch.com/2017/12/18/axlehire-funding/"">$4.3M</a> from Acorn Pacific, RGA Ventures, et al.</p>",2017-12-19
"<p dir=""ltr""><strong>--Industrial--</strong></p>",2017-12-19
"<p dir=""ltr"">-- Virgin Hyperloop One (Los Angeles, CA), hyperloop transportation services: <a href=""https://techcrunch.com/2017/12/18/virgin-hyperloop-one-said-to-add-richard-branson-as-chair-and-raise-50m/"">$50M</a> from undisclosed sources. Virgin's Richard Branson will reportedly become the companies chairman.</p>",2017-12-19
"<p dir=""ltr""><strong>--AI/Machine Learning--</strong></p>",2017-12-19
"<p dir=""ltr"">-- <a href=""http://www.fyusion.com/"">Fyusion</a> (San Francisco, CA), computer vision/AI-based interactive 3D image creation platform: <a href=""http://www.finsmes.com/2017/12/fyusion-completes-22m-series-b-financing-round.html"">$22M</a> B from NEA, Presencem 2020, NTT DOCOMO, Colopl, Gionee, angels.</p>",2017-12-19
"<p dir=""ltr"">-- <a href=""https://oben.me/"">ObEN</a> (Pasadena, CA), personal AI network: <a href=""http://news.8btc.com/oben-close-14-million-funding-and-to-build-blockchain-lab-with-qtum"">$14M</a> led by Tencent, SBCVC, Rushan. Will build AI-bsed blockchain network together with Qtum.</p>",2017-12-19
"<p dir=""ltr""><strong>--Cybersecurity--</strong></p>",2017-12-19
"<p dir=""ltr"">-- <a href=""https://www.clavister.com/"">Clavister</a> (Stockholm, Sweden), network protection against hackers and other threats: <a href=""http://www.finsmes.com/2017/12/clavister-signs-e20m-financing-agreement-with-eib.html"">$23.4M</a> from European Fund for Strategic Investments.</p>",2017-12-19
"<p dir=""ltr""><strong>--Fintech--</strong></p>",2017-12-19
"<p dir=""ltr"">-- Crypto Finance AG (Switzerland), cryptocurrency services: <a href=""https://www.cryptoninjas.net/2017/12/19/crypto-finance-ag-closes-chf-16m-financing-round-way-swiss-banking-license/"">$16M</a> from Rainer-Marc Fey, Philip Cottier, et al. Will use funds to apply for a Swiss banking license.</p>",2017-12-19
"<p dir=""ltr""><strong>--Gaming--</strong></p>",2017-12-19
"<p dir=""ltr"">-- Funcom (Norway), video game properties: <a href=""http://www.gamesindustry.biz/articles/2017-12-18-funcom-takes-usd10m-investment-ahead-of-licensing-push"">$10.6M</a> from SwedBank Robur.</p>",2017-12-19
"<p dir=""ltr""><strong>--Consumer Products--</strong></p>",2017-12-19
"<p dir=""ltr"">-- <a href=""https://tovala.com/"">Tovala</a> (Chicago, IL), smart ovens that automatically cook meals: <a href=""https://techcrunch.com/2017/12/18/tovala-which-sells-smart-ovens-for-399-just-raised-fresh-funding-from-local-vcs/"">$9.2M</a> led by Origin Ventures, participation from Pritzker, Joe Mansueto, Larry Levy, YC.</p>",2017-12-19
<p><strong>--Enterprise--</strong></p>,2018-01-14
