Title,date
"<p dir=""ltr""><strong>--Edtech--</strong></p>",2017-04-02
"<p dir=""ltr"">-- <a href=""http://www.voxy.com/"">Voxy</a> (New York, NY), mobile and web app for english learning: <a href=""http://www.finsmes.com/2017/03/voxy-raises-12m-in-funding.html"">$12M</a> led by SJF Ventures, participation from Inherent Group, Rethink Education, Contour, Weld North, GSV Acceleration. CEO <a href=""https://www.linkedin.com/in/pgollash/"">Paul Gollash</a> headed Virgin's Corporate Development and Leisure and Hospitality divisions.</p>",2017-04-02
"<p dir=""ltr""><strong>--AR/VR--</strong></p>",2017-04-02
"<p dir=""ltr"">-- <a href=""http://advr.io/"">ADVR</a> (San Francisco, CA), conversion of 3D and 2D content into VR: <a href=""http://www.finsmes.com/2017/03/advr-raises-3m-in-initial-funding.html"">$3M</a> from undisclosed investors.</p>",2017-04-02
"<p dir=""ltr""><strong>--Media--</strong></p>",2017-04-02
"<p>-- <a href=""http://www.kelinetwork.com/"">Keli Network</a> (New York, NY), video publishing platform for verticals geared towards millennials: <a href=""http://www.finsmes.com/2017/03/keli-network-raises-2m-in-funding.html"">$2M</a> from Partech Ventures, Broadway Video Ventures, OneRagTime, angels.</p>",2017-04-02
"<p dir=""ltr""><strong>--Industry4.0--</strong></p>",2017-03-19
"<p dir=""ltr"">-- <a href=""http://www.nio.io/"">NIO</a> (Shanghai, China), electric car maker: <a href=""https://www.chinamoneynetwork.com/2017/03/16/tencent-baidu-lead-86m-round-in-chinese-electric-vehicle-maker-nio"">$86M</a> led by Tencent, Baidu, participation from IDG, TPG, Hillhouse, Lenovo, GIC. Plans to enter US in 2020.</p>",2017-03-19
"<p dir=""ltr"">-- <a href=""http://www.lightpolymers.com/"">Light Polymers</a> (San Francisco, CA), foldable OLED displays: <a href=""http://www.prnewswire.com/news-releases/light-polymers-closes-243-million-in-series-a-funding-to-advance-oled-displays-300424464.html"">$24.3M</a> A from undisclosed investors.</p>",2017-03-19
"<p dir=""ltr""><strong>--Biotech/Health--</strong></p>",2017-03-19
"<p dir=""ltr"">-- <a href=""https://www.livongo.com/"">Livongo Health</a> (Mountain View, CA), digital health platform for diabetes management: <a href=""http://www.finsmes.com/2017/03/livongo-health-raises-52-5m-in-growth-funding.html"">$52.5M</a> Growth led by General Catalyst, Kinnevik, participation from EDBI, American Investment, Microsoft Ventures.</p>",2017-03-19
"<p dir=""ltr"">-- <a href=""http://www.alivecor.com/"">Alivecor</a> (Mountain View, CA), AI-enabled electrocardiogram platform: <a href=""http://www.finsmes.com/2017/03/alivecor-raises-30m-in-series-d-funding.html"">$30M</a> D led by Omron Healthcare, participation from Mayo Clinic, et al. CEO <a href=""https://en.wikipedia.org/wiki/Vic_Gundotra"">Vic Gundotra</a>’s was Google’s Senior VP of Social, and is understood to be the creator of Google+.</p>",2017-03-19
"<p dir=""ltr"">-- <a href=""http://www.renalguard.com/"">RenalGuard</a> (MIlford, MA), device to test and treat for kidney injuries: <a href=""http://www.finsmes.com/2017/03/renalguard-solutions-raises-14-5m-in-series-a-funding.html"">$14.5M</a> A led by Exigent Capital, participation from Genesis Capital Advisors, et al.</p>",2017-03-19
"<p dir=""ltr""><strong>--Fintech--</strong></p>",2017-03-19
"<p dir=""ltr"">-- <a href=""http://www.simplesurance-group.com/"">Simplesurance</a> (Berlin, Germany), cross-seller of product insurance for e-commerce enterprise: <a href=""http://www.finsmes.com/2017/03/insurtech-company-simplesurance-raises-over-e30m-in-funding.html"">$32.3M</a> from Rakuten, Rheingau Founders, Route 66, Allianz SE.</p>",2017-03-19
"<p dir=""ltr"">-- <a href=""https://www.creditas.com.br/"">Creditas</a> (Sao Paulo, Brazil), digital credit platform using traditional and data-based methods: <a href=""http://www.finsmes.com/2017/03/creditas-raises-19m-in-equity-and-debt-funding.html"">$19M</a> Equity &amp; Debt led by IFC, participation from Napsters Fintech, Redpoint eVentures, Kaszek, QED, Quona,</p>",2017-03-19
"<p dir=""ltr"">-- <a href=""https://qtum.org/en/"">Qtum</a> (Singapore), P2P blockchain transaction ledger: <a href=""https://www.forbes.com/sites/rogeraitken/2017/03/17/qtums-blockchain-crowdfund-scores-over-12m-from-bitcoin-ethereum-investors/#7a8d2e8734ef"">$12M</a> Crowdfunding from Ethereum, et al.</p>",2017-03-19
"<p dir=""ltr"">-- <a href=""http://www.noventispayments.com/"">Noventis</a> (Houston, TX), platform to automate bill payment: <a href=""http://www.finsmes.com/2017/03/noventis-closes-4m-debt-financing-from-silicon-valley-bank.html"">$4M</a> Debt from Silicon Valley Bank.</p>",2017-03-19
"<p dir=""ltr""><strong>--Data/Analytics--</strong></p>",2017-03-19
"<p dir=""ltr"">-- <a href=""http://knime.com/"">Knime</a> (Zurich, Switzerland), open-source data analytics platform: <a href=""http://www.finsmes.com/2017/03/knime-receives-e20m-investment-from-invus.html"">$21.5M</a> from Invus.</p>",2017-03-19
"<p dir=""ltr""><strong>--Agtech--</strong></p>",2017-03-19
"<p dir=""ltr"">-- <a href=""http://sohanlal.in/index.html"">Sohan Lal</a> (Delhi, India), agricultural logistics and financing: <a href=""http://www.livemint.com/Companies/unIVU5VzMrERJUO3rT5u3K/Incofin-ResponsAbility-invest-20-million-in-agrilogistics.html"">$20M</a> from Incofin, ResponsAbility.</p>",2017-03-19
"<p dir=""ltr""><strong>--Enterprise--</strong></p>",2017-03-19
"<p dir=""ltr"">-- <a href=""https://www.nexttrucking.com/"">NEXT Trucking</a> (Los Angeles, CA), on-demand truck shipping app based on using excess capacity: <a href=""http://www.latechwatch.com/2017/03/this-la-startup-just-raised-5m-to-be-the-uber-of-trucking/"">$5M</a> A from China Equity Group, Shea Ventures, Simon Nixon.</p>",2017-03-19
"<p dir=""ltr"">-- <a href=""http://www.levvel.io/"">Levvel</a> (Charlotte, NC), consulting firm providing assistance in cloud, mobile, product design, et al.: <a href=""http://www.finsmes.com/2017/03/levvel-completes-3m-equity-funding.html"">$3M</a> from undisclosed investors.</p>",2017-03-19
"<p dir=""ltr"">-- <a href=""http://momentsnap.com/"">MomentSnap</a> (Arlington, VA), hourly worker evaluation and engagement platform: <a href=""http://www.finsmes.com/2017/03/momentsnap-raises-2-3m-in-seed-funding.html"">$2.3M</a> Seed led by Bowery Capital, The Entrepreneurs’ Fund. CEO <a href=""https://www.linkedin.com/in/ashishgambhir1/"">Ashish Gambhir</a> co-founded NewBrand, which was <a href=""https://www.forbes.com/sites/alexkonrad/2015/06/02/sprinklr-acquires-new-brand/#12983bc940d2"">acquired</a> by Sprinklr after raising $35M.</p>",2017-03-19
"<p>-- <a href=""http://real.vision/"">Realvision</a> (Minneapolis, MN), content marketing platform for real estate professionals including VR tours: <a href=""http://www.finsmes.com/2017/03/realvision-raises-1-3m-in-seed-funding.html"">$1.3M</a> Seed led by Dundee Venture Capital, participation from Brightstone, Loup, Sandalphon, Bridge, 701 Angel.</p>",2017-03-19
"<p dir=""ltr""><strong>--Govtech--</strong></p>",2017-03-19
"<p dir=""ltr"">-- <a href=""http://www.polisapp.com/"">Polis</a> (Washington, DC), app to create more efficient canvassing routes: <a href=""http://www.solarpowerworldonline.com/2017/03/polis-raises-1-3-million-improve-person-sales-door-door-outreach/"">$1.3M</a> Seed led by Jennus Innovation, et al. Plans to expand enterprise version of app.</p>",2017-03-19
"<p dir=""ltr""><strong>--Consumer Internet--</strong></p>",2017-03-26
"<p dir=""ltr"">-- Kuaishou (Beijing, China), photo-sharing and live streaming platform: <a href=""https://techcrunch.com/2017/03/23/tencent-back-chinese-instagram-kuaishou/"">$350M</a> D from Tencent.</p>",2017-03-26
"<p dir=""ltr"">-- <a href=""http://Lampenwelt.de"">Lampenwelt.de</a> (Berlin, Germany), online lighting marketplace: <a href=""https://ecommercenews.eu/european-lamp-shop-lampenwelt-receives-e120-million-funding/"">$130M</a> from 3i. 3i also offered $60M short term loan.</p>",2017-03-26
"<p dir=""ltr"">-- <a href=""http://soundcloud.com/"">SoundCloud</a> (Berlin, Germany), platform for users to create and post music: <a href=""https://techcrunch.com/2017/03/23/soundcloud-confirms-new-70m-credit-line-after-failing-to-close-100m-round/"">$70M</a> Credit Facility from Ares Capital, Kreos Capital, Davidson Technology. Comes after the company failed to raise $100M in VC.</p>",2017-03-26
"<p dir=""ltr"">-- <a href=""http://www.drivemode.com/"">Drivemode</a> (San Francisco, CA), app to safely use smartphones while driving: <a href=""http://www.finsmes.com/2017/03/drivemode-raises-6-5m-in-series-a-funding.html"">$6.5M</a> A led by Panasonic Corporation, participation from Miyako, Mitsui Sumitomo Insurance, Innovative Venture. CEO <a href=""https://www.linkedin.com/in/yokichi/"">Yo Koga</a> served as Zipcar’s advisor on international strategy before directing Globescan Capital Partners.</p>",2017-03-26
"<p dir=""ltr"">-- <a href=""http://Maisonette.com"">Maisonette.com</a> (New York, NY), online curated marketplace for baby and children's products: <a href=""http://www.finsmes.com/2017/03/maisonette-com-raises-2-775m-in-seed-funding.html"">$2.77M</a> Seed from New Enterprise Associates, Thrive Partners. Founder <a href=""https://www.linkedin.com/in/sylvana-durrett-96683869/"">Sylvana Durrett</a> directed Vogue Magazine’s special projects division for almost eight years.</p>",2017-03-26
"<p dir=""ltr""><strong>--Enterprise--</strong></p>",2017-03-26
"<p dir=""ltr"">-- <a href=""http://www.delhivery.com/"">Delhivery</a> (Gurgaon, India), logistics for B2C and B2B supply chains: <a href=""http://www.finsmes.com/2017/03/delhivery-received-more-than-us100m-minority-investment.html"">$100M</a> from Carlyle, Tigaro Global.</p>",2017-03-26
"<p dir=""ltr"">-- <a href=""https://www.zenreach.com/"">Zenreach</a> (San Francisco, CA), allows companies to offers customers free Wi-Fi in exchange for their user data for promotion targeting: <a href=""https://techcrunch.com/2017/03/23/zenreach-series-c/"">$30M</a> C from Maverick Ventures, Founders Fund, 8 VC, Bain Capital Ventures, First Round Capital and SV Angel, Kevin Durant, Ashton Kutcher. CEO <a href=""https://www.linkedin.com/in/jackabraham/"">Jack Abraham</a> is an angel investor, and saw a previous startup through an acquisition by eBay.</p>",2017-03-26
"<p dir=""ltr"">-- <a href=""https://www.wayup.com/"">WayUp</a> (New York, NY), platform to connect college students recent graduates with jobs: <a href=""http://www.finsmes.com/2017/03/wayup-raises-18-5m-in-series-b-funding.html"">$18.5M</a> B led by Trinity Ventures, participation from General Catalyst, BoxGroup, Lerer-Hippeau, Index, SV Angel, Female Founders Fund, Axel Springer, CAA, OurCrowd.</p>",2017-03-26
"<p dir=""ltr"">-- <a href=""https://www.mashape.com/"">Mashape</a> (San Francisco, CA), open source API layer to ease integration for API's from its marketplace: <a href=""http://www.finsmes.com/2017/03/mashape-closes-18m-series-b-funding-round.html"">$18M</a> B led by Andreessen Horowitz, participation from CRV, Index.</p>",2017-03-26
"<p dir=""ltr"">-- <a href=""http://kaloom.com/"">Kaloom</a> (Montreal, Canada), virtual network function optimization: <a href=""http://www.finsmes.com/2017/03/kaloom-closes-us10-7m-series-a-equity-funding.html"">$10.7M</a> A led by Fonds de solidarité FTQ, participation from Somel, MBUZZ, Griffin, et al.</p>",2017-03-26
"<p dir=""ltr"">-- <a href=""http://sparkpost.com/"">SparkPost</a>, cloud email delivery service: <a href=""http://www.finsmes.com/2017/03/sparkpost-receives-10-5m-credit-facility.html"">$10.5M</a> Credit Facility from Square 1 Bank.</p>",2017-03-26
"<p dir=""ltr"">-- <a href=""https://lystable.com/"">Lystable</a> (San Francisco, CA), app to streamline and organize freelance collaborations: <a href=""http://www.finsmes.com/2017/03/lystable-raises-additional-10m-in-series-a-funding.html"">$10M</a> A led by Valar Ventures, participation from SciFi VC, Kindred, Goldcrest, Glynn, Wilmont.</p>",2017-03-26
"<p dir=""ltr""><strong>--AI/Machine Learning--</strong></p>",2017-03-26
"<p dir=""ltr"">-- <a href=""http://www.datarobot.com/"">DataRobot</a> (Boston, MA), enterprise-class library of AI algorithms applicable to multiple industries: <a href=""http://www.finsmes.com/2017/03/datarobot-raises-54m-in-first-close-of-series-c-funding.html"">$54M</a> C led by New Enterprise Associates. Plans to double size of research team. CEO <a href=""https://www.linkedin.com/in/jeremy-achin-b425583a/"">Jeremy Achin</a> took his company through Techstars’ Cloud Class 2013.</p>",2017-03-26
"<p dir=""ltr"">-- <a href=""http://www.paradata.io/"">Paradata</a> (San Jose, CA), AI-based platform to create product descriptions OEMs and EMS providers: <a href=""http://www.finsmes.com/2017/03/paradata-to-close-10m-financing-round.html"">$10M</a> A led by Richmond Global, PivotNorth, participation from SAP.IO.</p>",2017-03-26
"<p dir=""ltr"">-- <a href=""http://www.bigsquid.com/"">Big Squid</a> (Salt Lake City, UT), AI-based predictive analytics platform for enterprise: <a href=""http://www.finsmes.com/2017/03/big-squid-closes-3m-seed-funding.html"">$3M</a> Seed from Silverton Partners, Kickstart Seed Fund.</p>",2017-03-26
"<p dir=""ltr""><strong>--Fintech--</strong></p>",2017-03-26
"<p dir=""ltr"">-- Dadao Financial (Shenzhen, China), financial services for second-hand property transactions: <a href=""https://www.chinamoneynetwork.com/2017/03/23/china-renaissance-leads-29m-round-in-real-estate-financing-firm"">$29M</a> B led by China Renaissance, participation from Sequoia, PAG.</p>",2017-03-26
"<p dir=""ltr"">-- <a href=""https://claritymoney.com/"">Clarity Money</a> (New York, NY), AI-leveraging personal finance management app: <a href=""http://www.finsmes.com/2017/03/clarity-money-raises-11m-in-series-b-funding.html"">$11M</a> B led by RRE Ventures, Citi Ventures, participation from Bessemer, Soros, RRE, Maveron. CEO <a href=""https://www.linkedin.com/in/adamdell/"">Adam Dell</a> is a serial entrepreneur, and was a partner in Austin Ventures and Crosspoint.</p>",2017-03-26
"<p dir=""ltr""><strong>--Agtech--</strong></p>",2017-03-26
"<p dir=""ltr"">-- <a href=""http://www.coolplanet.com/"">Cool Planet</a> (Colorado), biocarbon-based soil supplement: <a href=""https://agfundernews.com/cool-planet-raises-19-3m-to-commercialize-engineered-biochar-product-thats-increasing-crop-yields-14-9.html"">$19.3M</a> A led by North Bridge Venture Partners, Augustin Coppel. Pivoted from biofuels after raising $140M; seeks to create a product to reduce methane emissions from cows.</p>",2017-03-26
"<p dir=""ltr""><strong>--Robotics--</strong></p>",2017-03-26
"<p dir=""ltr"">-- <a href=""http://www.ripcord.com/"">Ripcord</a> (Hayward, CA), robots to digitize paper records: <a href=""http://www.finsmes.com/2017/03/ripcord-raises-9-5m-in-series-a-funding.html"">$9.5M</a> A led by Kleiner Perkins Caufield &amp; Byers, participation from Lux Capital, Legend Star, Steve Wozniak.</p>",2017-03-26
"<p dir=""ltr""><strong>--Biotech/Health--</strong></p>",2017-03-26
"<p dir=""ltr"">-- <a href=""http://www.410medical.com/"">410 Medical</a> (Durham, NC), fluid delivery device for sepsis and other conditions: <a href=""http://www.finsmes.com/2017/03/410-medical-closes-3-3m-initial-investment-in-series-a-financing.html"">$3.3M</a> A led by Bios Partners, participation from Sovereign’s Capital.</p>",2017-03-26
"<p dir=""ltr""><strong>--Adtech/Martech--</strong></p>",2017-03-26
"<p dir=""ltr"">-- <a href=""http://www.socedo.com/"">Socedo</a> (Seattle, WA), customer engagement platform using social web information for B2B enterprise: <a href=""http://www.finsmes.com/2017/03/socedo-raises-1m-in-funding.html"">$1M</a> from TechStars Ventures, Vulcan Capital, Divergent Ventures, angels.</p>",2017-03-26
"<p dir=""ltr""><strong>--Biotech/Health--</strong></p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://www.cellmedica.co.uk/"">Cell Medica</a> (London, UK), cellular immunotherapy for cancer treatment: <a href=""http://www.finsmes.com/2017/03/cell-medica-closes-60m-series-c-funding.html"">$74.2M</a> C from Touchstone Innovations, Invesco Perpetual, Woodford Investment Management.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://www.moximed.com/"">Moximed</a> (Hayward, CA), unicompartmental load absorber for knee osteoarthritis: <a href=""http://www.finsmes.com/2017/03/moximed-receives-50m-series-c-funding.html"">$50M</a> C from Advent Life Sciences, Future Fund, NEA, Morgenthaler Ventures, Gilde Healthcare, GBS, Vertex.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://www.vertiflexspine.com/"">Vertiflex</a> (Carlsbad, CA), minimally invasive treatments for spinal stenosis: <a href=""http://www.finsmes.com/2017/03/vertiflex-raises-40m-in-equity-funding.html"">$40M</a> led by H.I.G. BioHealth Partners, Endeavour Vision, participation from New Enterprise Associates, Thomas, McNerney &amp; Partners, Alta.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://www.egenesisbio.com/"">eGenesis</a> (Cambridge, MA), genome editing technology for xenotransplantation: <a href=""http://www.finsmes.com/2017/03/egenesis-raises-38m-series-a-funding.html"">$38M</a> A led by Biomatics Capital, ARCH Venture Partners, participation from Khosla, Alta, Alexandria, Heritage, Berggruen, Uprising, Fan.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://www.cardivamedical.com/"">Cardiva Medical</a> (Santa Clara, CA), vascular closure system: <a href=""http://www.finsmes.com/2017/03/cardiva-medical-raises-30m-in-equity-financing.html"">$30M</a> from PTV Healthcare Capital, Canepa Advanced Healthcare Fund.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://www.pelotontherapeutics.com/"">Peloton Therapeutics</a> (Dallas, TX), small molecule cancer therapies: <a href=""http://www.finsmes.com/2017/03/peloton-therapeutics-raises-22-2m-in-series-d-funding.html"">$22.2M</a> D from undisclosed investors.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://908devices.com/"">908 Devices</a> (Boston, MA), tools for chemical and biomolecule analysis: <a href=""http://www.finsmes.com/2017/03/908-devices-closes-20m-in-growth-equity-funding.html"">$20M</a> Growth from Tao Capital, Cormorant, Saudi Aramco, ARCH, Razor’s Edge, Schlumberger, Casdin.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://www.redshiftbio.com/"">RedShift BioAnalytics</a> (Burlington, MA), bioanalytical instrument to research protein-based drugs: <a href=""http://www.finsmes.com/2017/03/redshift-bioanalytics-closes-11-0m-series-c-funding.html"">$11M</a> C led by Waters Corporation, Technology Venture Partners.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://www.caredox.com/"">CareDox</a> (New York, NY), student health management and communication platform for schools: <a href=""http://www.finsmes.com/2017/03/caredox-closes-6-4m-funding.html"">$6.4M</a> A led by Digitalis Ventures, participation from First Round, Giza, TEXO, Prolog.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://captozyme.com/"">Captozyme</a> (Gainesville, FL), oxalate-degrading enzyme for dietary needs: <a href=""http://www.finsmes.com/2017/03/captozyme-raises-3-4m-in-series-a-funding.html"">$3.4M</a> A from undisclosed investors.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://www.neurooneinc.com/"">NeuroOne</a> (Minnetonka, MN), neuromodulation monitoring: <a href=""http://www.finsmes.com/2017/03/neuroone-raises-1-2m-in-seed-funding.html"">$1.2M</a> Seed from FundRx.</p>",2017-03-16
"<p dir=""ltr""><strong>--Enterprise--</strong></p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://servicetitan.com/"">ServiceTitan</a> (Glendale, CA), business management platform for plumbers, electricians, etc.: <a href=""http://www.finsmes.com/2017/03/servicetitan-closes-80m-series-b-funding.html"">$80M</a> B led by Iconiq Capital. To expand upon its new online marketplace for home services.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://www.visiercorp.com/"">Visier</a> (Vancouver, Canada), people strategy platform for business decisions: <a href=""http://www.finsmes.com/2017/03/visier-closes-45m-series-d-financing.html"">$45M</a> D led by Sorenson Capital, participation from Foundation, Summit, Adams Street.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""https://evrythng.com/"">Everthng</a> (London, UK), IoT platform to manage cloud software identities and lifecycle apps: <a href=""http://www.finsmes.com/2017/03/evrythng-closes-24-8m-series-b-funding.html"">$24.8M</a> B led by Sway Ventures, participation from Generation, Bloc, Cisco, Samsung, BHLP, Atomico, Dawn, Advance Vixeid.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""https://www.flow.io/"">Flow.io</a> (Hoboken, NJ), platform for brands to expand their e-commerce business internationally: <a href=""http://www.finsmes.com/2017/03/flow-raises-13m-in-series-a-funding.html"">$13M</a> A from Bain Capital.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://www.bringg.com/"">Bringg</a> (New York, NY), delivery logistics services based on customer needs: <a href=""http://www.finsmes.com/2017/03/bringg-raises-10m-funding-round.html"">$10M</a> led by Aleph VC, participation from Coca-Cola, Pereg.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""https://www.timetrade.com/"">TimeTrade</a> (Boston, MA), customer engagement platform focusing on personalized service and appointments: <a href=""http://www.finsmes.com/2017/03/timetrade-raises-6-3m-in-series-e-funding.html"">$6.3M</a> E led by Origami Capital Partners, participation from Ascent Venture, et al. Will add AI capabilities to its platform.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://scriptr.io"">scriptr.io</a> (New York, NY), marketplace for creation and delivery of IoT apps: <a href=""http://www.finsmes.com/2017/03/scriptr-io-closes-5m-series-a-funding.html"">$5M</a> A led by Middle East Venture Partners, participation from Endeavor Catalyst, Berytech. CEO <a href=""https://www.linkedin.com/in/rabih/"">Rabih Nassar</a> is a three-time founder.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://trybaker.com/"">Baker</a> (Denver, CO), sales platform for marijuana: <a href=""https://techcrunch.com/2017/03/14/baker-raises-3-5-million-to-become-a-salesforce-for-pot/"">$3.5M</a> from Michael Lazerow, Base Ventures, XG Ventures, Poseidon Asset Management, Phyto Partners, et al.</p>",2017-03-16
"<p dir=""ltr""><strong>--Consumer Internet--</strong></p>",2017-03-16
"<p dir=""ltr"">-- <a href=""https://corp.roblox.com/"">Roblox</a> (San Mateo, CA), social network platform geared towards kids: <a href=""http://www.finsmes.com/2017/03/roblox-closes-92m-funding-round.html"">$92M</a> led by Meritech Capital Partners, Index Ventures. CEO <a href=""https://www.linkedin.com/in/davidbaszucki/"">David Baszucki</a> spent six months as the host of Freedom Talk Santa Cruz.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""https://www.limebike.com/"">LimeBike</a> (San Francisco, CA), smart-bike share system geared towards college campuses: <a href=""http://www.finsmes.com/2017/03/limebike-raises-12m-in-series-a-funding.html"">$12M</a> A led by Andreessen Horowitz, participation from IDG, DCM, et al.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://helpling.com/"">Helpling</a> (Berlin, Germany), on-demand home services platform: <a href=""https://techcrunch.com/2017/03/16/apacig-youre-my-only-helpling/"">$10.7M</a> led by  Asia Pacific Internet Group, participation from previous investors.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://brooklinen.com/"">Brooklinen</a> (New York, NY), direct-to-consumer bedding: <a href=""http://www.finsmes.com/2017/03/brooklinen-closes-10m-in-series-a-funding.html"">$10M</a> A led by  FirstMark Capital. Seeks to expand into other home products.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""https://insurify.com/"">Insurify</a> (Cambridge, MA), AI-based virtual agent for car insurance: <a href=""http://www.finsmes.com/2017/03/insurify-closes-4-6m-funding-round.html"">$4.6M</a> led by MassMutual Ventures, Nationwide Ventures, et al. Plans launch of insurance quote platform for Facebook Messenger.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://www.flont.club/"">Flont</a> (New York, NY), marketplace and curated service to discovery, borrow, and buy jewelry: <a href=""http://www.finsmes.com/2017/03/flont-closes-2m-seed-funding-round.html"">$2M</a> Seed led by Carmen Busquets, participation from Natalia Busquets, Stephanie Stahl, Miki Iwamura, Jorge Mora, Jack Stahl, Denise Warren, et al.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://www.shopchat.com/"">ShopChat</a> (San Francisco, CA), chatbot to allow people to shop through various messaging platforms: <a href=""http://www.finsmes.com/2017/03/message-commerce-startup-shopchat-raises-1-25m-in-funding.html"">$1.25M</a> led by Rakuten, participation from Angels. CEO <a href=""https://www.linkedin.com/in/zlasker/"">Zephrin Lasker</a> has founded and seen acquired two companies, and took ShopChat through TechStars.</p>",2017-03-16
"<p dir=""ltr""><strong>--Data/Analytics--</strong></p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://www.innovium.com/"">Innovium</a> (San Jose, CA), switching silicon solutions for data centers: <a href=""http://www.finsmes.com/2017/03/innovium-raises-38-3m-in-series-c-funding.html"">$38.3M</a> C from Capital, Greylock Partners, Walden Riverwood, Capricorn, Qualcomm, S-Cubed. CEO <a href=""https://www.linkedin.com/in/rajivkhemani/"">Rajiv Khemani</a> co-founded and is a current partner of Moment Ventures.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://unifisoftware.com/"">Unifi Software</a> (San Mateo, CA), AI-based data discovery and preparation: <a href=""http://www.finsmes.com/2017/03/unifi-raises-17-5m-in-series-b-funding.html"">$17.5M</a> B led by Scale Venture Partners, participation from Canaan, Pelion.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://weatheranalytics.com/"">Weather Analytics</a> (Washington, DC), risk analytics for insurance providers: <a href=""http://www.finsmes.com/2017/03/weather-analytics-raises-17m-in-series-b-funding.html"">$17M</a> B from Tokio Marine HCC, W. R. Berkley Corporation. CEO <a href=""https://www.linkedin.com/in/bill-pardue-04809857/"">Bill Pardue</a> spent the early 90’s as The Washington Post’s director of marketing.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://www.infoworks.io/"">Infoworks.io</a> (San Jose, CA), Hadoop-based automated data warehousing: <a href=""http://www.finsmes.com/2017/03/infoworks-closes-15m-in-series-b-financing.html"">$15M</a> B led by Centerview Capital Technology, participation from Nexus.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""https://www.diamond.io/"">Diamond</a> (San Mateo, CA), cross-platform personal data management system: <a href=""http://www.finsmes.com/2017/03/diamond-raises-over-2m-in-funding.html"">$2M</a> led by Joe Lonsdale, participation from Cherubic Ventures, Beehive, Partech, Sway, Garage VC, Pierre Lamond, et al.</p>",2017-03-16
"<p dir=""ltr""><strong>--Fintech--</strong></p>",2017-03-16
"<p dir=""ltr"">-- <a href=""https://producepay.com/"">ProducePay</a> (Los Angeles, CA), financial instruments for farmers: <a href=""https://techcrunch.com/2017/03/14/producepay-raises-77-million-in-debt-and-equity-to-revolutionize-farm-financing/"">$77M</a> Debt &amp; Equity led by CoVenture, participation from Menlo Ventures, Arena Ventures, Red Bear Angels, Social Leverage.</p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://www.launcher.solutions/"">Launcher.Solutions</a> (Jacksonville, FL), loan tracker automotive finance and consumer loan companies: <a href=""http://www.finsmes.com/2017/03/launcher-solutions-closes-5m-series-a-funding.html"">$5M</a> A from Locur Holdings.</p>",2017-03-16
"<p dir=""ltr""><strong>--Robotics--</strong></p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://www.makeblock.com/"">Makeblock</a> (Shenzhen, China), robotics platform and courses for hobbyists, learners, and teachers: <a href=""http://www.finsmes.com/2017/03/makeblock-raises-30m-in-series-b-funding.html"">$30M</a> B led by Evolution Media China, Shenzhen Capital Group. Plans international expansion, partnership with Barnes and Noble and Softbank.</p>",2017-03-16
"<p dir=""ltr""><strong>--Cybersecurity--</strong></p>",2017-03-16
"<p dir=""ltr"">-- <a href=""http://evolvtechnology.com/"">Evolv Technology</a> (Waltham, MA), smart security solutions using facial recognition: <a href=""http://www.finsmes.com/2017/03/evolv-technology-raises-18m-in-series-b-funding.html"">$18M</a> B from Lux Capital, Bill Gates, General Catalyst, DCVC, et al. CEO <a href=""https://www.linkedin.com/in/michael-ellenbogen-1917485/"">Michael Ellenbogen</a> was entrepreneur in residence at General Catalyst for two years.</p>",2017-03-16
